Open,High,Low,Close,Volume,rsi,macd,ema_diff,volatility,rsi_z,macd_z,ema_diff_z,volatility_z,indicator
1797.09,1796.63,1798.65,1795.65,18.60798177,50.0,0.0,0.0,0.0,-0.17478221083813872,0.016668731733656243,-0.05650577985020153,-1.5111456596157846,0
1797.73,1792.13,1798.82,1791.91,8.49209908,50.0,0.0,-3.383809523809532,2.6445793616377746,-0.17478221083813872,0.016668731733656243,-0.629599827695219,-0.2367304440276126,0
1791.9,1790.92,1792.83,1789.97,19.40569347,50.0,0.0,-4.8167800453516065,2.887143917438272,-0.17478221083813872,0.016668731733656243,-0.872292825292964,-0.11983927972422838,0
1790.88,1787.7,1790.88,1787.16,48.43818305,50.0,0.0,-6.900420041032476,3.5654861753577833,-0.17478221083813872,0.016668731733656243,-1.2251855253620176,0.20705191038688528,0
1788.28,1788.24,1790.21,1785.97,8.44399692,50.0,0.0,-7.319903846648458,3.8662281360520816,-0.17478221083813872,0.016668731733656243,-1.29623079858864,0.3519785993848953,0
1788.23,1789.69,1790.42,1788.23,5.70868977,50.0,0.0,-4.578008242205669,3.5441656281839635,-0.17478221083813872,0.016668731733656243,-0.8318535812358386,0.19677759980383877,0
1789.01,1787.73,1789.04,1783.05,16.86608912,50.0,0.0,-8.828674123900328,4.123770235158792,-0.17478221083813872,0.016668731733656243,-1.5517615131204296,0.4760873988851859,1
1787.73,1786.46,1788.76,1784.94,8.97007276,50.0,0.0,-6.277848016862208,4.060263890086861,-0.17478221083813872,0.016668731733656243,-1.1197445072147776,0.44548387319029414,1
1786.08,1788.76,1788.76,1785.87,1.86696924,50.0,0.0,-4.838529158113715,3.8876631798550125,-0.17478221083813872,0.016668731733656243,-0.8759763325891555,0.3623080855653882,1
1788.77,1785.14,1790.0,1784.73,15.32604293,50.0,0.0,-5.409145428769534,3.8156368334060264,-0.17478221083813872,0.016668731733656243,-0.9726179390434727,0.3275987956233511,1
1785.16,1786.12,1787.46,1784.91,18.58465643,50.0,0.0,-4.731131578410441,2.6896848225107686,-0.17478221083813872,0.016668731733656243,-0.8577870955036073,-0.2149942516952859,0
1786.29,1784.73,1786.29,1783.97,12.67767202,50.0,0.0,-5.13102380903797,2.0736762846051953,-0.17478221083813872,0.016668731733656243,-0.9255142697253097,-0.5118470007664682,0
1785.1,1786.24,1786.86,1784.97,1.32841582,50.0,0.0,-3.737592970081778,1.5018950991630353,-0.17478221083813872,0.016668731733656243,-0.6895178537714806,-0.7873867154314343,0
1786.27,1788.17,1788.17,1786.27,0.86058944,37.59995572194704,0.0,-2.205441258645351,1.4081386453206681,-1.2147177440947297,0.016668731733656243,-0.43002717616642583,-0.8325676818526148,0
1787.7,1785.84,1787.7,1785.03,1.38483408,34.44165586609513,0.0,-3.117303995917382,1.38902083817704,-1.4795900438326208,0.016668731733656243,-0.584463501114745,-0.8417804983276823,1
1784.75,1782.24,1784.75,1781.65,1.26059374,27.62906996199895,0.0,-5.87851313916326,1.3505920512465674,-2.0509307581211846,0.016668731733656243,-1.0521117282726178,-0.8602992206209926,1
1782.48,1781.61,1783.61,1781.56,6.63684218,27.473240936065196,0.0,-5.400083316385917,1.5934658243385709,-2.063999432518428,0.016668731733656243,-0.9710831473740803,-0.7432590453909806,1
1781.35,1784.16,1784.16,1781.35,12.33427801,27.089320116683098,0.0,-5.075789667206436,1.8409686460006496,-2.096197132226571,0.016668731733656243,-0.9161596184960518,-0.6239881449208885,1
1784.04,1784.56,1784.56,1783.45,4.61601139,36.626579621093626,0.0,-2.692381127472572,1.7279560822614277,-1.2963503876403508,0.016668731733656243,-0.5124970488113679,-0.6784485755175709,1
1785.16,1785.64,1787.24,1785.16,3.01278314,43.147966348004964,0.0,-0.8888210200941558,1.7590451955541286,-0.7494312290187761,0.016668731733656243,-0.20703967740896062,-0.6634668209164059,1
1786.31,1784.53,1786.31,1783.98,11.09565418,40.082751541390785,0.0,-1.871790446751902,1.7198672429392334,-1.0064969074135013,0.016668731733656243,-0.3735188848428873,-0.6823465640060948,1
1784.54,1786.6,1786.97,1784.54,11.12794112,42.18195572786525,0.0,-1.186858023251716,1.7377264840403852,-0.8304461630674037,0.016668731733656243,-0.2575162870837488,-0.6737402469001222,1
1786.59,1786.23,1786.59,1785.47,34.50178318,45.591151654332236,0.0,-0.23239535437051018,1.7818916290784323,-0.5445323466109896,0.016668731733656243,-0.09586508580387484,-0.6524571900739172,1
1786.24,1791.32,1793.41,1786.24,170.89558772,48.30882602771818,0.0,0.4864042031886129,1.7773766561367492,-0.3166133097647233,0.016668731733656243,0.02587337055196606,-0.654632942595591,1
1790.81,1793.33,1793.33,1789.99,5.76579616,59.03933085854603,0.0,3.8329371362181064,2.6320268911159492,0.5833055141631829,0.016668731733656243,0.5926541220516433,-0.24277944359944975,1
1793.33,1794.94,1802.98,1792.13,109.21214894,63.67371409408773,0.0,5.40408598038789,3.4129493599136675,0.9719702393286003,0.016668731733656243,0.8587494931228209,0.13354485616146092,1
1795.05,1800.56,1805.0,1793.44,116.64209239,66.19514020795938,0.0,6.074649220350921,3.9570675169037637,1.183430823782895,0.016668731733656243,0.9723184747166307,0.3957538366915566,0
1799.96,1798.66,1803.19,1798.66,26.42050901,73.95334305414184,0.0,10.218968342222297,5.0520451304399066,1.8340761467384987,0.016668731733656243,1.6742151401178431,0.923420410688673,0
1798.66,1795.39,1800.45,1795.39,38.58124556,64.03851519771767,0.0,6.287161833439086,5.186032523358777,1.0025644551014787,0.016668731733656243,1.0083103687035317,0.9879885513577626,0
